Laboratório,EAN 1,Produto (Dosagem),Classe Terapêutica
Merck,7891721022593,Glifage xr (1 g),Antidiabéticos biguanidas puros
Merck,7891721022609,Glifage xr (1 g),Antidiabéticos biguanidas puros
Merck,7891721201547,Glifage xr (850 mg),Antidiabéticos biguanidas puros
Merck,7891721201530,Glifage xr (850 mg),Antidiabéticos biguanidas puros
Merck,7891721022722,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Merck,7891721025334,Cloridrato de metformina (750 mg),Antidiabéticos biguanidas puros
Merck,7891721028731,Cloridrato de metformina (1 g),Antidiabéticos biguanidas puros
Ems,7896004709185,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Ems,7896004709239,Cloridrato de metformina (1 g),Antidiabéticos biguanidas puros
Ems,7896004712895,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Ems,7896004709192,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Ems,7896004712888,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Ems,7896004750682,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Ems,7896004757025,Cloridrato de metformina (750 mg),Antidiabéticos biguanidas puros
Ems,7896004750705,Cloridrato de metformina (1000 mg),Antidiabéticos biguanidas puros
Ems,7896004790145,Meglize (200 mg / 150 ml),Antidiabéticos biguanidas puros
Laboratorio Teuto,7896112126485,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Laboratorio Teuto,7896112126492,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Laboratorio Teuto,7896112126478,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Laboratorio Teuto,7896112131120,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Vitamedic,7898049798223,Glicomet (850 mg),Antidiabéticos biguanidas puros
Vitamedic,7898049794324,Glicomet (500 mg),Antidiabéticos biguanidas puros
Vitamedic,7898049790913,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Vitamedic,7898049796106,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Torrent,8902220107304,Metta sr (500 mg),Antidiabéticos biguanidas puros
Torrent,8902220107205,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Laboratorio Globo,7898060139593,Diglixx (500 mg),Antidiabéticos biguanidas puros
Laboratorio Globo,7898060139609,Diglixx (500 mg),Antidiabéticos biguanidas puros
Laboratorio Globo,7898060139623,Diglixx (850 mg),Antidiabéticos biguanidas puros
Laboratorio Globo,7898060139630,Diglixx (850 mg),Antidiabéticos biguanidas puros
Germed,7896004712864,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Germed,7896004712840,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Germed,7896004766188,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Germed,7896004766195,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Germed,7896004766201,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Germed,7896004766218,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Germed,7896004766225,Cloridrato de metformina (750 mg),Antidiabéticos biguanidas puros
Germed,7896004766232,Cloridrato de metformina (750 mg),Antidiabéticos biguanidas puros
Germed,7896004766249,Cloridrato de metformina (750 mg),Antidiabéticos biguanidas puros
Germed,7896004766256,Cloridrato de metformina (750 mg),Antidiabéticos biguanidas puros
Germed,7896004766263,Cloridrato de metformina (1000 mg),Antidiabéticos biguanidas puros
Germed,7896004766270,Cloridrato de metformina (1000 mg),Antidiabéticos biguanidas puros
Germed,7896004766287,Cloridrato de metformina (1000 mg),Antidiabéticos biguanidas puros
Germed,7896004766294,Cloridrato de metformina (1000 mg),Antidiabéticos biguanidas puros
Furp,7895005806855,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Furp,7895005806862,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Furp,7895005806879,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Furp,7895005806817,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Furp,7895005806824,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Furp,7895005806800,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Multilab,7896004777580,Formyn (850 mg),Antidiabéticos biguanidas puros
Multilab,7896472502400,Formyn (1 g),Antidiabéticos biguanidas puros
Multilab,7896472519989,Formyn (850 mg),Antidiabéticos biguanidas puros
Multilab,7896472519996,Formyn (1 g),Antidiabéticos biguanidas puros
Multilab,7896004777573,Formyn (500 mg),Antidiabéticos biguanidas puros
Multilab,7896472520008,Formyn (500 mg),Antidiabéticos biguanidas puros
Multilab,7896472502707,Formyn (500 mg),Antidiabéticos biguanidas puros
Multilab,7896472512409,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Multilab,7896004778273,Cloridrato de metformina (1 g),Antidiabéticos biguanidas puros
Multilab,7896004778266,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Multilab,7896004778280,Cloridrato de metformina (1 g),Antidiabéticos biguanidas puros
Multilab,7896472512386,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Multilab,7896004778259,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7898148291298,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7898148291304,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7898148291311,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7898148291267,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7898148291274,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7898148291281,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7899547502978,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7899547528640,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7899547528633,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7899547511031,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7899547511093,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7899547511130,Cloridrato de metformina (750 mg),Antidiabéticos biguanidas puros
Prati Donaduzzi,7899547528602,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Cimed,7896523206493,Metformed (850 mg),Antidiabéticos biguanidas puros
Cimed,7896523210001,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Aurobindo Pharma,7898361882655,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Aurobindo Pharma,7898361882662,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Geolab,7899095238763,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Geolab,7899095204065,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Geolab,7899095200890,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Geolab,7899095202689,Glicefor (850 mg),Antidiabéticos biguanidas puros
Accord,7898902274031,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Medley,7896422507943,Cloridrato de metformina (500 mg),Antidiabéticos biguanidas puros
Medley,7896422507950,Cloridrato de metformina (850 mg),Antidiabéticos biguanidas puros
Ems,7896004780207,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Ems,7896004780214,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Ems,7896004780221,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Ems,7896004780238,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Ems,7896004780245,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Ems,7896004780252,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Ems,7896004780269,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Ems,7896004780276,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Ems,7896004780283,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Ems,7896004780290,Glimepirida + cloridrato de metformina,Associações de antidiabéticos sulfonilouréia com biguanidas
Aché Laboratórios,7896658001482,Meritor (2 mg / 1000 mg),Associações de antidiabéticos sulfonilouréia com biguanidas
Aché Laboratórios,7896658012402,Meritor (2 mg / 1000 mg),Associações de antidiabéticos sulfonilouréia com biguanidas
Aché Laboratórios,7896658001529,Meritor (4 mg / 1000 mg),Associações de antidiabéticos sulfonilouréia com biguanidas
Aché Laboratórios,7896658012419,Meritor (4 mg / 1000 mg),Associações de antidiabéticos sulfonilouréia com biguanidas
Merck,7891721026614,"Glucovance (500 mg / 2,5 mg)",Associações de antidiabéticos sulfonilouréia com biguanidas
Merck,7891721026621,Glucovance (500 mg / 5 mg),Associações de antidiabéticos sulfonilouréia com biguanidas
Merck,7891721029950,Glivance xr (500 mg / 30 mg),Associações de antidiabéticos sulfonilouréia com biguanidas
Merck,7891721201660,Glivance xr (500 mg / 30 mg),Associações de antidiabéticos sulfonilouréia com biguanidas
Libbs,7896094207738,Stanglit (15 mg),Antidiabéticos glitazonas puros
Libbs,7896094207745,Stanglit (15 mg),Antidiabéticos glitazonas puros
Libbs,7896094207752,Stanglit (30 mg),Antidiabéticos glitazonas puros
Libbs,7896094207769,Stanglit (30 mg),Antidiabéticos glitazonas puros
Libbs,7896094207776,Stanglit (45 mg),Antidiabéticos glitazonas puros
Libbs,7896094210233,Stanglit (15 mg),Antidiabéticos glitazonas puros
Libbs,7896094210240,Stanglit (30 mg),Antidiabéticos glitazonas puros
Libbs,7896094210257,Stanglit (45 mg),Antidiabéticos glitazonas puros
Ems,7896004731698,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Ems,7896004731704,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Laboratorio Teuto,7896112181699,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Laboratorio Teuto,7896112199359,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Laboratorio Teuto,7896112199373,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Torrent,8902220109643,Pioglit (15 mg),Antidiabéticos glitazonas puros
Torrent,8902220109674,Pioglit (30 mg),Antidiabéticos glitazonas puros
Torrent,8902220109681,Pioglit (30 mg),Antidiabéticos glitazonas puros
Torrent,8902220109728,Pioglit (45 mg),Antidiabéticos glitazonas puros
Torrent,8902220109766,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Torrent,8902220109810,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Torrent,8902220109865,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Torrent,8902220109872,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Laboratorio Globo,7899620916654,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Laboratorio Globo,7899620916661,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Laboratorio Globo,7899620917408,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Laboratorio Globo,7899620916685,Diaglits (30 mg),Antidiabéticos glitazonas puros
Laboratorio Globo,7899620916692,Diaglits (30 mg),Antidiabéticos glitazonas puros
Laboratorio Globo,7899620917439,Diaglits (30 mg),Antidiabéticos glitazonas puros
Germed,7896004771267,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Germed,7896004731728,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Germed,7896004771274,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Germed,7896004739052,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Germed,7896004771281,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Germed,7896004771298,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Germed,7896004731735,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Germed,7896004771304,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Germed,7896004739069,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Germed,7896004771311,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Germed,7896004771328,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Germed,7896004731742,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Germed,7896004771335,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Germed,7896004771991,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Germed,7896004771342,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Germed,7896004772943,Piotaz (15 mg),Antidiabéticos glitazonas puros
Germed,7896004732312,Piotaz (15 mg),Antidiabéticos glitazonas puros
Germed,7896004772950,Piotaz (15 mg),Antidiabéticos glitazonas puros
Germed,7896004739038,Piotaz (15 mg),Antidiabéticos glitazonas puros
Germed,7896004773070,Piotaz (15 mg),Antidiabéticos glitazonas puros
Germed,7896004732336,Piotaz (30 mg),Antidiabéticos glitazonas puros
Germed,7896004772967,Piotaz (30 mg),Antidiabéticos glitazonas puros
Germed,7896004739021,Piotaz (30 mg),Antidiabéticos glitazonas puros
Germed,7896004821542,Piotaz (30 mg),Antidiabéticos glitazonas puros
Germed,7896004772974,Piotaz (30 mg),Antidiabéticos glitazonas puros
Germed,7896004732329,Piotaz (45 mg),Antidiabéticos glitazonas puros
Germed,7896004772981,Piotaz (45 mg),Antidiabéticos glitazonas puros
Germed,7896004772998,Piotaz (45 mg),Antidiabéticos glitazonas puros
Biolab Sanus,7896112409748,Doble (15 mg),Antidiabéticos glitazonas puros
Biolab Sanus,7896112409410,Doble (15 mg),Antidiabéticos glitazonas puros
Biolab Sanus,7896112409427,Doble (15 mg),Antidiabéticos glitazonas puros
Biolab Sanus,7896112409755,Doble (30 mg),Antidiabéticos glitazonas puros
Biolab Sanus,7896112409441,Doble (30 mg),Antidiabéticos glitazonas puros
Biolab Sanus,7896112409458,Doble (30 mg),Antidiabéticos glitazonas puros
Myralis,7898430195693,Piomi (15 mg),Antidiabéticos glitazonas puros
Myralis,7898430195709,Piomi (15 mg),Antidiabéticos glitazonas puros
Myralis,7898430195716,Piomi (15 mg),Antidiabéticos glitazonas puros
Myralis,7898430195723,Piomi (15 mg),Antidiabéticos glitazonas puros
Myralis,7898430195730,Piomi (15 mg),Antidiabéticos glitazonas puros
Myralis,7898430195747,Piomi (15 mg),Antidiabéticos glitazonas puros
Myralis,7898430195754,Piomi (15 mg),Antidiabéticos glitazonas puros
Myralis,7898430195761,Piomi (30 mg),Antidiabéticos glitazonas puros
Myralis,7898430195778,Piomi (30 mg),Antidiabéticos glitazonas puros
Myralis,7898430195785,Piomi (30 mg),Antidiabéticos glitazonas puros
Myralis,7898430195792,Piomi (30 mg),Antidiabéticos glitazonas puros
Myralis,7898430195808,Piomi (30 mg),Antidiabéticos glitazonas puros
Myralis,7898430195815,Piomi (30 mg),Antidiabéticos glitazonas puros
Myralis,7898430195822,Piomi (30 mg),Antidiabéticos glitazonas puros
Myralis,7898430195839,Piomi (45 mg),Antidiabéticos glitazonas puros
Myralis,7898430195846,Piomi (45 mg),Antidiabéticos glitazonas puros
Myralis,7898430195853,Piomi (45 mg),Antidiabéticos glitazonas puros
Myralis,7898430195860,Piomi (45 mg),Antidiabéticos glitazonas puros
Myralis,7898430195877,Piomi (45 mg),Antidiabéticos glitazonas puros
Myralis,7898430195884,Piomi (45 mg),Antidiabéticos glitazonas puros
Myralis,7898430195891,Piomi (45 mg),Antidiabéticos glitazonas puros
Multilab,7896472522347,Aglitil (15 mg),Antidiabéticos glitazonas puros
Multilab,7896472522392,Aglitil (15 mg),Antidiabéticos glitazonas puros
Multilab,7896472522361,Aglitil (15 mg),Antidiabéticos glitazonas puros
Multilab,7896472522385,Aglitil (15 mg),Antidiabéticos glitazonas puros
Multilab,7896472522354,Aglitil (30 mg),Antidiabéticos glitazonas puros
Multilab,7896472522408,Aglitil (30 mg),Antidiabéticos glitazonas puros
Multilab,7896472522439,Aglitil (30 mg),Antidiabéticos glitazonas puros
Multilab,7896472522446,Aglitil (45 mg),Antidiabéticos glitazonas puros
Multilab,7895296098021,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Multilab,7895296098090,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Multilab,7895296098113,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296446914,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296446921,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296446938,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296446945,Cloridrato de pioglitazona (15 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296446952,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296446969,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296446976,Cloridrato de pioglitazona (30 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296446983,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296446990,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447010,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447003,Cloridrato de pioglitazona (45 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447652,Aglitil (15 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447669,Aglitil (15 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447676,Aglitil (15 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447683,Aglitil (15 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447690,Aglitil (30 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447706,Aglitil (30 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447713,Aglitil (30 mg),Antidiabéticos glitazonas puros
Nova Quimica,7895296447720,Aglitil (45 mg),Antidiabéticos glitazonas puros
